,state_ces,district,candidate_ces,type,chamber,Unique_Project_ID,bioguide_id,Ran prior to 2019,Notes,year_ces,obs,id_lt_ces,candidate_bonica,politician_id,state_bonica,year_bonica,id_lt_bonica,score,state,candidate,year
706,pennsylvania,0.0,robert casey,Sen,,3143.0,C001070,1.0,,2008.0,1369.0,28.0,robert a. brady,2735.0,pennsylvania,2008.0,41.0,0.86005795,,,
707,pennsylvania,6.0,robert roggio,Rep,,3263.0,,1.0,,2008.0,32.0,29.0,bob roggio,17071.0,pennsylvania,2008.0,26.0,0.9625529,,,
708,pennsylvania,15.0,sam bennett,Rep,,3268.0,,1.0,,2008.0,55.0,30.0,siobhan l. bennett,17081.0,pennsylvania,2008.0,8.0,0.89493346,,,
709,pennsylvania,18.0,steve o'donnell,Rep,,3274.0,,1.0,,2008.0,28.0,31.0,steve o'donnell,17086.0,pennsylvania,2008.0,1.0,0.999998,,,
710,pennsylvania,17.0,tim holden,Rep,,3280.0,H000712,7.0,,2008.0,61.0,32.0,thomas timothy holden,5338.0,pennsylvania,2008.0,31.0,0.9276986,,,
711,pennsylvania,18.0,tim murphy,Rep,,3281.0,M001151,11.0,,2008.0,77.0,33.0,tim murphy,2929.0,pennsylvania,2008.0,0.0,0.9999995,,,
712,pennsylvania,19.0,todd r. platts,Rep,,3283.0,P000585,1.0,,2008.0,88.0,34.0,todd russell platts,14682.0,pennsylvania,2008.0,33.0,0.9380357,,,
713,pennsylvania,8.0,tom manion,Rep,,3287.0,,1.0,,2008.0,50.0,35.0,tom manion,17073.0,pennsylvania,2008.0,18.0,1.0000013,,,
714,pennsylvania,17.0,toni gilhooley,Rep,,3290.0,,1.0,,2008.0,28.0,36.0,toni gilhooley,17085.0,pennsylvania,2008.0,32.0,0.99999887,,,
715,pennsylvania,9.0,tony barr,Rep,,3291.0,,2.0,,2008.0,46.0,37.0,tony barr,16004.0,pennsylvania,2008.0,20.0,1.0000006,,,
716,pennsylvania,7.0,w. craig williams,Rep,,3292.0,,1.0,,2008.0,33.0,38.0,wendell craig williams,17072.0,pennsylvania,2008.0,15.0,0.9526377,,,
717,kansas,3.0,chuck ahner,Rep,,1561.0,,1.0,,2006.0,115.0,0.0,chuck ahner,15867.0,kansas,2006.0,9.0,0.99999994,,,
718,kansas,3.0,dennis moore,Rep,House,697.0,M001140,6.0,,2006.0,116.0,1.0,dennis moore,9997.0,kansas,2006.0,11.0,1.0,,,
719,kansas,4.0,garth mcginn,Rep,,1565.0,,1.0,,2006.0,99.0,2.0,garth mcginn,15869.0,kansas,2006.0,5.0,1.0,,,
720,kansas,1.0,jerry moran,Rep,House,959.0,M000934,5.0,,2006.0,107.0,3.0,jerry moran,566.0,kansas,2006.0,0.0,0.99999994,,,
721,kansas,0.0,jim barnett,Gov,,1574.0,,1.0,,2006.0,455.0,4.0,jim barnett,9284.0,kansas,2006.0,12.0,1.0000002,,,
722,kansas,2.0,jim ryun,Rep,House,1575.0,R000566,1.0,,2006.0,134.0,5.0,jim r. ryun,9893.0,kansas,2006.0,7.0,0.9857908,,,
723,kansas,1.0,john doll,Rep,,1577.0,,1.0,,2006.0,108.0,6.0,john doll,15865.0,kansas,2006.0,1.0,1.0000002,,,
724,kansas,0.0,kathleen sebelius,Gov,,1579.0,,1.0,,2006.0,454.0,7.0,kathleen sebelius,6404.0,kansas,2006.0,13.0,1.0000001,,,
725,kansas,2.0,nancy boyda,Rep,House,1591.0,B001258,2.0,,2006.0,134.0,8.0,nancy boyda,9892.0,kansas,2006.0,8.0,0.9999999,,,
726,kansas,0.0,pat roberts,Sen,,1559.0,R000307,14.0,,2006.0,453.0,9.0,robert a. conroy,15866.0,kansas,2006.0,10.0,0.8496442,,,
727,kansas,0.0,sam brownback,Sen,,1600.0,B000953,3.0,,2006.0,450.0,10.0,kathleen sebelius,6404.0,kansas,2006.0,13.0,0.82794774,,,
728,kansas,4.0,todd tiahrt,Rep,House,1607.0,T000260,5.0,,2006.0,95.0,11.0,todd tiahrt,568.0,kansas,2006.0,4.0,1.0000001,,,
729,massachusetts,4.0,barney frank,Rep,House,1847.0,F000339,8.0,,2007.0,11.0,0.0,patrick murphy,11336.0,massachusetts,2007.0,0.0,0.802413,,,
730,massachusetts,0.0,edward kennedy,Sen,,1858.0,K000105,1.0,,2007.0,218.0,1.0,kevin j. thompson,11338.0,massachusetts,2007.0,2.0,0.8178166,,,
731,massachusetts,7.0,edward markey,Rep,,1857.0,M000133,3.0,,2007.0,23.0,2.0,patrick murphy,11336.0,massachusetts,2007.0,0.0,0.82281363,,,
732,massachusetts,3.0,james mcgovern,Rep,,1867.0,M000312,2.0,,2007.0,24.0,3.0,jim ogonowski,11335.0,massachusetts,2007.0,5.0,0.83901405,,,
733,massachusetts,0.0,john kerry,Sen,,1875.0,K000148,4.0,,2007.0,216.0,4.0,kevin j. thompson,11338.0,massachusetts,2007.0,2.0,0.83777356,,,
734,massachusetts,1.0,john olver,Rep,,787.0,O000085,5.0,,2007.0,24.0,5.0,jim ogonowski,11335.0,massachusetts,2007.0,5.0,0.81202483,,,
735,massachusetts,6.0,john tierney,Rep,,1805.0,T000266,8.0,,2007.0,24.0,6.0,eileen m. donoghue,11834.0,massachusetts,2007.0,3.0,0.81571096,,,
736,massachusetts,8.0,michael capuano,Rep,,1890.0,C001037,3.0,,2007.0,17.0,7.0,patrick murphy,11336.0,massachusetts,2007.0,0.0,0.82172614,,,
737,massachusetts,5.0,niki tsongas,Rep,,1893.0,T000465,3.0,,2007.0,19.0,8.0,niki tsongas,3025.0,massachusetts,2007.0,4.0,1.0,,,
738,massachusetts,2.0,richard neal,Rep,,805.0,N000015,5.0,,2007.0,17.0,9.0,kevin j. thompson,11338.0,massachusetts,2007.0,2.0,0.8009217,,,
739,massachusetts,9.0,stephen lynch,Rep,,1904.0,L000562,3.0,,2007.0,13.0,10.0,kevin j. thompson,11338.0,massachusetts,2007.0,2.0,0.8073467,,,
740,massachusetts,10.0,william delahunt,Rep,,1084.0,D000210,2.0,,2007.0,23.0,11.0,eileen m. donoghue,11834.0,massachusetts,2007.0,3.0,0.78856516,,,
741,massachusetts,7.0,ayanna pressley,Rep,House,1846.0,P000617,1.0,,2018.0,149.0,0.0,ayanna s. pressley,10488.0,massachusetts,2018.0,15.0,0.98222375,,,
742,massachusetts,0.0,charles d. baker,Gov,,1852.0,,2.0,,2018.0,1187.0,1.0,charles d. baker,6744.0,massachusetts,2018.0,20.0,0.9999957,,,
743,massachusetts,0.0,ed markey,Sen,,1857.0,M000133,6.0,,2018.0,1186.0,2.0,elizabeth ann warren,975.0,massachusetts,2018.0,17.0,0.8413177,,,
744,massachusetts,0.0,elizabeth warren,Sen,Senate,1859.0,W000817,9.0,,2018.0,1187.0,3.0,elizabeth ann warren,975.0,massachusetts,2018.0,17.0,0.9829822,,,
745,massachusetts,0.0,geoff diehl,Sen,,1862.0,,1.0,,2018.0,1187.0,4.0,geoff diehl,9150.0,massachusetts,2018.0,18.0,0.9999981,,,
746,massachusetts,2.0,james mcgovern,Rep,,1867.0,M000312,1.0,,2018.0,122.0,5.0,james p. mcgovern,2911.0,massachusetts,2018.0,4.0,0.98465335,,,
747,massachusetts,5.0,john hugo,Rep,,1877.0,,1.0,,2018.0,140.0,6.0,john hugo,8863.0,massachusetts,2018.0,1.0,0.99999756,,,
748,massachusetts,4.0,joseph kennedy iii,Rep,,1871.0,K000379,5.0,,2018.0,142.0,7.0,joseph kennedy iii,3099.0,massachusetts,2018.0,5.0,0.99999744,,,
749,massachusetts,6.0,joseph schneider,Rep,,1880.0,,1.0,,2018.0,129.0,8.0,joe schneider,8864.0,massachusetts,2018.0,7.0,0.9479991,,,
750,massachusetts,5.0,katherine clark,Rep,,1882.0,C001101,6.0,,2018.0,140.0,9.0,katherine m. clark,3141.0,massachusetts,2018.0,2.0,0.98513985,,,
751,massachusetts,3.0,lori trahan,Rep,House,1886.0,T000482,1.0,,2018.0,122.0,10.0,lori loureiro trahan,10484.0,massachusetts,2018.0,13.0,0.93611974,,,
752,massachusetts,7.0,mike capuano,Rep,,1890.0,C001037,5.0,,2018.0,149.0,11.0,michael p. mullen,13423.0,massachusetts,2018.0,12.0,0.8412374,,,
753,massachusetts,3.0,niki tsongas,Rep,,1893.0,T000465,9.0,,2018.0,123.0,12.0,peter tedeschi,8865.0,massachusetts,2018.0,10.0,0.80399954,,,
754,massachusetts,9.0,peter tedeschi,Rep,,1895.0,,1.0,,2018.0,124.0,13.0,peter tedeschi,8865.0,massachusetts,2018.0,10.0,0.9999988,,,
755,massachusetts,1.0,richard neal,Rep,,805.0,N000015,8.0,,2018.0,130.0,14.0,richard e. neal,2932.0,massachusetts,2018.0,0.0,0.97228223,,,
756,massachusetts,3.0,rick green,Rep,,1899.0,,1.0,,2018.0,123.0,15.0,rick green,8862.0,massachusetts,2018.0,14.0,0.9999987,,,
757,massachusetts,6.0,seth moulton,Rep,House,1903.0,M001196,6.0,,2018.0,129.0,16.0,seth moulton,4333.0,massachusetts,2018.0,9.0,0.9999987,,,
758,massachusetts,8.0,stephen lynch,Rep,,1904.0,L000562,6.0,,2018.0,128.0,17.0,stephen f. lynch,2899.0,massachusetts,2018.0,6.0,0.9738433,,,
759,massachusetts,2.0,tracy lovvorn,Rep,,1909.0,,1.0,,2018.0,122.0,18.0,tracy lyn lovvorn,10483.0,massachusetts,2018.0,3.0,0.9747467,,,
760,massachusetts,9.0,william keating,Rep,,1848.0,K000375,4.0,,2018.0,124.0,19.0,bill keating,2869.0,massachusetts,2018.0,11.0,0.9086662,,,
761,north carolina,12.0,alma adams,Rep,House,2750.0,A000370,6.0,,2014.0,18.0,0.0,alma s. adams,3489.0,north carolina,2014.0,3.0,0.97491056,,,
762,north carolina,8.0,antonio blue,Rep,,2752.0,,2.0,,2014.0,11.0,1.0,antonio blue,3495.0,north carolina,2014.0,20.0,1.0,,,
763,north carolina,1.0,arthur rich,Rep,,2753.0,,2.0,,2014.0,9.0,2.0,arthur jason rich,3523.0,north carolina,2014.0,11.0,0.9389684,,,
764,north carolina,13.0,brenda cleary,Rep,,2760.0,,2.0,,2014.0,21.0,3.0,brenda l. cleary,3500.0,north carolina,2014.0,1.0,0.98033047,,,
765,north carolina,2.0,clay aiken,Rep,,2769.0,,2.0,,2014.0,13.0,4.0,clayton holmes aiken,3490.0,north carolina,2014.0,26.0,0.9230907,,,
766,north carolina,4.0,david price,Rep,,902.0,P000523,12.0,,2014.0,20.0,5.0,david e. price,2957.0,north carolina,2014.0,25.0,0.95343107,,,
767,north carolina,7.0,david rouzer,Rep,House,2778.0,R000603,8.0,,2014.0,20.0,6.0,david rouzer,3525.0,north carolina,2014.0,18.0,1.0000001,,,
768,north carolina,1.0,g.k. butterfield,Rep,,1791.0,B001251,6.0,,2014.0,10.0,7.0,g.k. butterfield,2743.0,north carolina,2014.0,10.0,0.9999995,,,
769,north carolina,13.0,george holding,Rep,,2789.0,H001065,5.0,,2014.0,22.0,8.0,george holding,3109.0,north carolina,2014.0,0.0,0.99999994,,,
770,north carolina,6.0,howard coble,Rep,House,2798.0,C000556,11.0,,2014.0,21.0,9.0,clayton holmes aiken,3490.0,north carolina,2014.0,26.0,0.79952055,,,
771,north carolina,7.0,"jonathan barfield, jr.",Rep,,2810.0,,2.0,,2014.0,19.0,10.0,jonathan barfield,3492.0,north carolina,2014.0,22.0,0.9778738,,,
772,north carolina,5.0,josh brannon,Rep,,2811.0,,3.0,,2014.0,13.0,11.0,joshua ethan brannon,3497.0,north carolina,2014.0,14.0,0.9357792,,,
773,north carolina,0.0,kay hagan,Sen,Senate,2813.0,H001049,8.0,,2014.0,223.0,12.0,kay r. hagan,1636.0,north carolina,2014.0,28.0,0.97802746,,,
774,north carolina,6.0,laura fjeld,Rep,,2816.0,,2.0,,2014.0,20.0,13.0,laura fjeld,3506.0,north carolina,2014.0,17.0,0.9999995,,,
775,north carolina,11.0,mark meadows,Rep,House,2822.0,M001187,9.0,,2014.0,23.0,14.0,mark meadows,3108.0,north carolina,2014.0,13.0,0.9999997,,,
776,north carolina,6.0,mark walker,Rep,,2823.0,W000819,6.0,,2014.0,21.0,15.0,mark walker,3535.0,north carolina,2014.0,16.0,0.99999946,,,
777,north carolina,3.0,marshall adame,Rep,,2824.0,,2.0,,2014.0,19.0,16.0,marshall adame,3488.0,north carolina,2014.0,8.0,0.99999964,,,
778,north carolina,7.0,mike mcintyre,Rep,House,2827.0,M000485,11.0,,2014.0,20.0,17.0,patrick mchenry,2912.0,north carolina,2014.0,5.0,0.8511993,,,
779,north carolina,0.0,pat mccrory,Gov,,2829.0,,5.0,,2014.0,229.0,18.0,patrick mchenry,2912.0,north carolina,2014.0,5.0,0.8624052,,,
780,north carolina,10.0,patrick mchenry,Rep,,2832.0,M001156,14.0,,2014.0,16.0,19.0,patrick mchenry,2912.0,north carolina,2014.0,5.0,0.9999993,,,
781,north carolina,4.0,paul wright,Rep,,2833.0,,2.0,,2014.0,20.0,20.0,paul wright,3539.0,north carolina,2014.0,24.0,0.9999998,,,
782,north carolina,2.0,renee ellmers,Rep,House,2838.0,E000291,9.0,,2014.0,13.0,21.0,renee l. ellmers,2797.0,north carolina,2014.0,27.0,0.9760995,,,
783,north carolina,0.0,richard burr,Sen,,2839.0,B001135,14.0,,2014.0,223.0,22.0,richard hudson,3106.0,north carolina,2014.0,19.0,0.86091304,,,
784,north carolina,8.0,richard hudson,Rep,House,2841.0,H001067,9.0,,2014.0,11.0,23.0,richard hudson,3106.0,north carolina,2014.0,19.0,1.0000002,,,
785,north carolina,9.0,robert pittenger,Rep,House,2844.0,P000606,9.0,,2014.0,19.0,24.0,robert pittenger,3107.0,north carolina,2014.0,7.0,0.9999993,,,
786,north carolina,10.0,tate macqueen iv,Rep,,2861.0,,2.0,,2014.0,16.0,25.0,peter tatum macqueen,3514.0,north carolina,2014.0,4.0,0.87917197,,,
787,north carolina,0.0,thom tillis,Sen,,2864.0,T000476,6.0,,2014.0,221.0,26.0,thomas roland tillis,4539.0,north carolina,2014.0,30.0,0.92639273,,,
788,north carolina,11.0,tom hill,Rep,,2867.0,,2.0,,2014.0,22.0,27.0,thomas waddell hill,3510.0,north carolina,2014.0,12.0,0.8686805,,,
789,north carolina,12.0,vince coakley,Rep,,2871.0,,2.0,,2014.0,19.0,28.0,vincent e. coakley,3501.0,north carolina,2014.0,2.0,0.9114854,,,
790,north carolina,5.0,virginia foxx,Rep,,1077.0,F000450,15.0,,2014.0,15.0,29.0,virginia foxx,2811.0,north carolina,2014.0,15.0,1.0000007,,,
791,north carolina,3.0,walter jones,Rep,,671.0,J000255,10.0,,2014.0,19.0,30.0,walter b. jones,2866.0,north carolina,2014.0,9.0,0.97094995,,,
792,new hampshire,2.0,ann kuster,Rep,,2343.0,K000382,4.0,,2014.0,30.0,0.0,ann mclane kuster,3111.0,new hampshire,2014.0,0.0,0.91359,,,
793,new hampshire,1.0,carol shea-porter,Rep,House,1732.0,S001170,13.0,,2014.0,31.0,1.0,carol shea-porter,3060.0,new hampshire,2014.0,3.0,1.0,,,
794,new hampshire,1.0,frank guinta,Rep,House,2349.0,G000570,8.0,,2014.0,31.0,2.0,frank c. guinta,4245.0,new hampshire,2014.0,2.0,0.9719177,,,
795,new hampshire,0.0,jeanne shaheen,Sen,Senate,2351.0,S001181,13.0,,2014.0,61.0,3.0,jeanne shaheen,1649.0,new hampshire,2014.0,4.0,1.0,,,
796,new hampshire,0.0,kelly ayotte,Sen,Senate,2359.0,A000368,9.0,,2014.0,60.0,4.0,jeanne shaheen,1649.0,new hampshire,2014.0,4.0,0.8511995,,,
797,new hampshire,0.0,maggie hassan,Gov,,2360.0,H001076,5.0,,2014.0,61.0,5.0,maggie hassan,6712.0,new hampshire,2014.0,7.0,0.9999998,,,
798,new hampshire,2.0,marilinda garcia,Rep,,2361.0,,2.0,,2014.0,29.0,6.0,marilinda garcia,4244.0,new hampshire,2014.0,1.0,1.0,,,
799,new hampshire,0.0,scott brown,Sen,,1900.0,B001268,2.0,,2014.0,61.0,7.0,scott brown,976.0,new hampshire,2014.0,5.0,1.0000001,,,
800,tennessee,0.0,bill hagerty,Sen,,3405.0,H000601,0.0,,2020.0,1413.0,0.0,bill hagerty,9836.0,tennessee,2020.0,47.0,0.9999982,,,
801,tennessee,0.0,bill lee,Gov,,3407.0,,0.0,,2020.0,1412.0,1.0,bill hagerty,9836.0,tennessee,2020.0,47.0,0.8608892,,,
802,tennessee,1.0,blair walsingham,Rep,,3409.0,,0.0,,2020.0,198.0,2.0,blair walsingham,10678.0,tennessee,2020.0,26.0,0.9999999,,,
803,tennessee,9.0,charlotte bergmann,Rep,,3418.0,,4.0,,2020.0,98.0,3.0,charlotte bergmann,4079.0,tennessee,2020.0,9.0,0.9999972,,,
804,tennessee,6.0,christopher finley,Rep,,3419.0,,0.0,,2020.0,161.0,4.0,christopher martin finley,10683.0,tennessee,2020.0,23.0,0.94810355,,,
805,tennessee,4.0,christopher j. hale,Rep,,3420.0,,0.0,,2020.0,152.0,5.0,christopher j. hale,10888.0,tennessee,2020.0,31.0,0.9999989,,,
806,tennessee,3.0,chuck fleischmann,Rep,House,3417.0,F000459,7.0,,2020.0,173.0,6.0,chuck fleischmann,2806.0,tennessee,2020.0,3.0,0.9999936,,,
807,tennessee,8.0,david kustoff,Rep,House,3427.0,K000392,3.0,,2020.0,117.0,7.0,david kustoff,9011.0,tennessee,2020.0,32.0,0.9999965,,,
808,tennessee,1.0,diana harshbarger,Rep,House,3431.0,H001086,0.0,,2020.0,198.0,8.0,diana harshbarger,10886.0,tennessee,2020.0,28.0,0.99999905,,,
809,tennessee,8.0,erika stotts pearson,Rep,,3435.0,,1.0,,2020.0,117.0,9.0,erika stotts pearson,9010.0,tennessee,2020.0,35.0,0.9999951,,,
810,tennessee,5.0,jim cooper,Rep,,942.0,C000754,14.0,,2020.0,163.0,10.0,jim cooper,2560.0,tennessee,2020.0,13.0,0.99999726,,,
811,tennessee,6.0,john rose,Rep,House,3452.0,R000612,1.0,,2020.0,161.0,11.0,john rose,9008.0,tennessee,2020.0,24.0,0.9999964,,,
812,tennessee,7.0,kiran sreepada,Rep,,3457.0,,0.0,,2020.0,145.0,12.0,kiran sreepada,10684.0,tennessee,2020.0,19.0,0.9999993,,,
813,tennessee,0.0,lamar alexander,Sen,Senate,3403.0,A000360,14.0,,2020.0,1412.0,13.0,aaron james,10843.0,tennessee,2020.0,40.0,0.8295454,,,
814,tennessee,7.0,mark green,Rep,House,3462.0,G000590,1.0,,2020.0,146.0,14.0,mark e. green,10694.0,tennessee,2020.0,22.0,0.943978,,,
815,tennessee,0.0,marquita bradshaw,Sen,,3464.0,,0.0,,2020.0,1413.0,15.0,marquita bradshaw,10958.0,tennessee,2020.0,46.0,0.99999845,,,
816,tennessee,0.0,marsha blackburn,Sen,Senate,1006.0,B001243,1.0,,2020.0,1412.0,16.0,marquita bradshaw,10958.0,tennessee,2020.0,46.0,0.8641502,,,
817,tennessee,3.0,meg gorman,Rep,,3467.0,,0.0,,2020.0,173.0,17.0,meg gorman,10887.0,tennessee,2020.0,2.0,0.99999666,,,
818,tennessee,1.0,phil roe,Rep,,3428.0,R000582,11.0,,2020.0,198.0,18.0,john rose,9008.0,tennessee,2020.0,24.0,0.8399272,,,
819,tennessee,2.0,renee hoyos,Rep,,3474.0,,1.0,,2020.0,205.0,19.0,renee hoyos,9002.0,tennessee,2020.0,14.0,0.9999971,,,
820,tennessee,4.0,scott desjarlais,Rep,House,3479.0,D000616,11.0,,2020.0,152.0,20.0,scott desjarlais,2786.0,tennessee,2020.0,30.0,0.99999726,,,
821,tennessee,9.0,steve cohen,Rep,,1058.0,C001068,14.0,,2020.0,98.0,21.0,steve cohen,2766.0,tennessee,2020.0,7.0,0.99999934,,,
822,tennessee,2.0,tim burchett,Rep,,3485.0,B001309,1.0,,2020.0,205.0,22.0,tim burchett,9003.0,tennessee,2020.0,18.0,0.99999356,,,
823,nevada,2.0,dean heller,Rep,House,111.0,H001041,6.0,,2008.0,130.0,0.0,dean heller,1021.0,nevada,2008.0,12.0,1.0,,,
824,nevada,3.0,dina titus,Rep,,1307.0,T000468,4.0,,2008.0,120.0,1.0,dina titus,3065.0,nevada,2008.0,7.0,0.99999994,,,
825,nevada,0.0,harry reid,Sen,Senate,2317.0,R000146,12.0,,2008.0,359.0,2.0,jeffrey c. reeves,12502.0,nevada,2008.0,8.0,0.8352972,,,
826,nevada,2.0,jill taylor derby,Rep,,2321.0,,1.0,,2008.0,117.0,3.0,jill talbot derby,10022.0,nevada,2008.0,13.0,0.96330875,,,
827,nevada,0.0,john ensign,Sen,,2324.0,E000194,4.0,,2008.0,314.0,4.0,jon c. porter,10015.0,nevada,2008.0,9.0,0.8551463,,,
828,nevada,3.0,"jon c. porter, sr.",Rep,,2326.0,P000589,1.0,,2008.0,114.0,5.0,jon c. porter,10015.0,nevada,2008.0,9.0,0.9718146,,,
829,nevada,1.0,kenneth alexander wegner,Rep,,2328.0,,1.0,,2008.0,31.0,6.0,kenneth a. wegner,5900.0,nevada,2008.0,2.0,0.9553661,,,
830,nevada,1.0,shelley berkley,Rep,House,1055.0,B001231,7.0,,2008.0,70.0,7.0,shelley berkley,1020.0,nevada,2008.0,0.0,1.0000001,,,
831,arizona,1.0,ann kirkpatrick,Rep,House,99.0,K000368,9.0,,2008.0,46.0,0.0,ann kirkpatrick,3063.0,arizona,2008.0,16.0,0.999999,,,
832,arizona,3.0,bob lord,Rep,,101.0,,1.0,,2008.0,58.0,1.0,bob lord,10092.0,arizona,2008.0,8.0,0.99999875,,,
833,arizona,5.0,david schweikert,Rep,House,110.0,S001183,3.0,,2008.0,55.0,2.0,david schweikert,2994.0,arizona,2008.0,21.0,0.99999833,,,
834,arizona,4.0,don karg,Rep,,114.0,,2.0,,2008.0,10.0,3.0,don j. karg,15319.0,arizona,2008.0,27.0,0.9325039,,,
835,arizona,4.0,ed pastor,Rep,House,117.0,P000099,6.0,,2008.0,27.0,4.0,ed pastor,2944.0,arizona,2008.0,29.0,0.99999785,,,
836,arizona,8.0,gabrielle giffords,Rep,House,124.0,G000554,6.0,,2008.0,118.0,5.0,gabrielle giffords,391.0,arizona,2008.0,5.0,0.9999372,,,
837,arizona,5.0,harry mitchell,Rep,,129.0,M001167,4.0,,2008.0,72.0,6.0,harry e. mitchell,8381.0,arizona,2008.0,19.0,0.9731795,,,
838,arizona,6.0,jeff flake,Rep,House,137.0,F000444,7.0,,2008.0,84.0,7.0,jeff flake,938.0,arizona,2008.0,24.0,0.99999875,,,
839,arizona,3.0,john b. shadegg,Rep,House,144.0,S000275,2.0,,2008.0,77.0,8.0,john b. shadegg,10093.0,arizona,2008.0,9.0,0.9999983,,,
840,arizona,2.0,john thrasher,Rep,,146.0,,3.0,,2008.0,39.0,9.0,john a. thrasher,15746.0,arizona,2008.0,2.0,0.97269,,,
841,arizona,0.0,jon kyl,Sen,,150.0,K000352,8.0,,2008.0,599.0,10.0,ann kirkpatrick,3063.0,arizona,2008.0,16.0,0.82652986,,,
842,arizona,7.0,joseph sweeney,Rep,,152.0,,1.0,,2008.0,12.0,11.0,joseph dudley sweeney,15323.0,arizona,2008.0,12.0,0.93738526,,,
843,arizona,7.0,raul grijalva,Rep,,173.0,G000551,4.0,,2008.0,42.0,12.0,raúl grijalva,2833.0,arizona,2008.0,11.0,0.97799516,,,
844,arizona,6.0,rebecca schneider,Rep,,174.0,,2.0,,2008.0,32.0,13.0,rebecca l. schneider,16131.0,arizona,2008.0,25.0,0.98150194,,,
845,arizona,1.0,rick renzi,Rep,House,176.0,R000574,3.0,,2008.0,52.0,14.0,rick biondi,16130.0,arizona,2008.0,23.0,0.87085634,,,
846,arizona,1.0,sydney hay,Rep,,186.0,,1.0,,2008.0,43.0,15.0,sydney hay,16116.0,arizona,2008.0,18.0,0.9999978,,,
847,arizona,8.0,"timothy s. ""tim"" bee",Rep,,190.0,,1.0,,2008.0,108.0,16.0,timothy s. bee,16146.0,arizona,2008.0,4.0,0.9812026,,,
848,arizona,2.0,trent franks,Rep,House,192.0,F000448,7.0,,2008.0,87.0,17.0,trent franks,2812.0,arizona,2008.0,1.0,0.99999887,,,
849,south carolina,0.0,henry mcmaster,Gov,,3340.0,,2.0,,2017.0,273.0,0.0,ralph w. norman,8299.0,south carolina,2017.0,1.0,0.81385505,,,
850,south carolina,3.0,jeff duncan,Rep,House,3346.0,D000615,10.0,,2017.0,33.0,1.0,josh thornton,13093.0,south carolina,2017.0,3.0,0.8310604,,,
851,south carolina,6.0,jim clyburn,Rep,,944.0,C000537,4.0,,2017.0,41.0,2.0,david kulma,13094.0,south carolina,2017.0,2.0,0.8044379,,,
852,south carolina,2.0,joe wilson,Rep,,2896.0,W000795,13.0,,2017.0,45.0,3.0,josh thornton,13093.0,south carolina,2017.0,3.0,0.80674905,,,
853,south carolina,0.0,lindsey graham,Sen,,3357.0,G000359,14.0,,2017.0,273.0,4.0,archie parnell,8298.0,south carolina,2017.0,4.0,0.7853658,,,
854,south carolina,1.0,mark sanford,Rep,House,3359.0,S000051,7.0,,2017.0,46.0,5.0,josh thornton,13093.0,south carolina,2017.0,3.0,0.80897355,,,
855,south carolina,5.0,ralph norman,Rep,House,3369.0,N000190,2.0,,2017.0,37.0,6.0,ralph w. norman,8299.0,south carolina,2017.0,1.0,0.9615271,,,
856,south carolina,0.0,tim scott,Sen,Senate,3375.0,S001184,7.0,,2017.0,273.0,7.0,josh thornton,13093.0,south carolina,2017.0,3.0,0.8221618,,,
857,south carolina,7.0,tom rice,Rep,House,3377.0,R000597,9.0,,2017.0,31.0,8.0,josh thornton,13093.0,south carolina,2017.0,3.0,0.79941964,,,
858,south carolina,4.0,trey gowdy,Rep,House,3379.0,G000566,11.0,,2017.0,40.0,9.0,josh thornton,13093.0,south carolina,2017.0,3.0,0.7848449,,,
859,florida,12.0,adam h. putnam,Rep,,845.0,P000586,2.0,,2006.0,97.0,0.0,adam h. putnam,8255.0,florida,2006.0,40.0,0.99999976,,,
860,florida,23.0,alcee l. hastings,Rep,,95.0,H000324,3.0,,2006.0,36.0,1.0,alcee hastings,2842.0,florida,2006.0,45.0,0.98073727,,,
861,florida,2.0,allen boyd,Rep,,195.0,B000716,4.0,,2006.0,81.0,2.0,allen boyd,8405.0,florida,2006.0,26.0,1.0000001,,,
862,florida,4.0,ander crenshaw,Rep,House,854.0,C001045,13.0,,2006.0,93.0,3.0,ander crenshaw,2774.0,florida,2006.0,51.0,0.9999983,,,
863,florida,0.0,bill nelson,Sen,,862.0,N000032,14.0,,2006.0,2286.0,4.0,bill nelson,953.0,florida,2006.0,65.0,0.99999857,,,
864,florida,15.0,bob bowman,Rep,,866.0,,1.0,,2006.0,113.0,5.0,robert m. bowman,15830.0,florida,2006.0,42.0,0.9297811,,,
865,florida,10.0,c.w. bill young,Rep,,865.0,Y000031,1.0,,2006.0,93.0,6.0,bill young,4842.0,florida,2006.0,21.0,0.90163076,,,
866,florida,0.0,charlie crist,Gov,,877.0,C001111,2.0,,2006.0,2284.0,7.0,charlie crist,479.0,florida,2006.0,71.0,0.9999981,,,
867,florida,8.0,charlie stuart,Rep,,879.0,,1.0,,2006.0,116.0,8.0,charlie stuart,15822.0,florida,2006.0,19.0,0.9999975,,,
868,florida,13.0,christine jennings,Rep,,881.0,,1.0,,2006.0,109.0,9.0,christine l. jennings,9979.0,florida,2006.0,12.0,0.98676914,,,
869,florida,6.0,cliff stearns,Rep,,885.0,S000822,3.0,,2006.0,114.0,10.0,clifford bundy stearns,4821.0,florida,2006.0,54.0,0.8908249,,,
870,florida,24.0,clint curtis,Rep,,886.0,,1.0,,2006.0,110.0,11.0,clint curtis,11044.0,florida,2006.0,6.0,0.9999997,,,
