state,district,candidate,type,chamber,Unique_Project_ID,bioguide_id,Ran prior to 2019,Notes,year,obs
illinois,1,Bobby Rush,Rep,,1278,R000515,12,,2010,169
illinois,1,Bobby Rush,Rep,,1278,R000515,12,,2011,40
illinois,1,Bobby Rush,Rep,,1278,R000515,12,,2012,139
illinois,1,Bobby Rush,Rep,,1278,R000515,12,,2014,154
illinois,1,Bobby Rush,Rep,,1278,R000515,12,,2015,40
illinois,1,Bobby Rush,Rep,,1278,R000515,12,,2016,177
illinois,1,Bobby Rush,Rep,,1278,R000515,12,,2017,48
illinois,1,Bobby Rush,Rep,,1278,R000515,12,,2018,130
illinois,1,Bobby Rush,Rep,,1278,R000515,12,,2019,34
illinois,1,Bobby Rush,Rep,,1278,R000515,12,,2020,114
illinois,1,Bobby Rush,Rep,,1278,R000515,12,,2021,52
illinois,1,Bobby Rush,Rep,,1278,R000515,12,,2022,108
illinois,13,Bobby Schilling,Rep,,1279,S001182,2,,2012,12
illinois,13,Bobby Schilling,Rep,,1279,S001182,2,,2012,33
illinois,17,Bobby Schilling,Rep,House,1279,S001182,5,,2012,47
illinois,17,Bobby Schilling,Rep,House,1279,S001182,5,,2014,22
illinois,17,Bobby Schilling,Rep,House,1279,S001182,5,,2011,48
illinois,17,Bobby Schilling,Rep,House,1279,S001182,5,,2012,115
illinois,17,Bobby Schilling,Rep,House,1279,S001182,5,,2014,123
illinois,18,Bobby Schilling,Rep,,1279,S001182,2,,2012,5
illinois,18,Bobby Schilling,Rep,,1279,S001182,2,,2012,20
illinois,12,Brad Harriman,Rep,,1280,,2,,2012,12
illinois,12,Brad Harriman,Rep,,1280,,2,,2012,1
illinois,10,Brad Schneider,Rep,House,1281,S001190,7,,2012,55
illinois,10,Brad Schneider,Rep,House,1281,S001190,7,,2014,19
illinois,10,Brad Schneider,Rep,House,1281,S001190,7,,2012,134
illinois,10,Brad Schneider,Rep,House,1281,S001190,7,,2013,32
illinois,10,Brad Schneider,Rep,House,1281,S001190,7,,2014,141
illinois,10,Brad Schneider,Rep,House,1281,S001190,7,,2016,134
illinois,10,Brad Schneider,Rep,House,1281,S001190,7,,2017,28
illinois,10,Brad Schneider,Rep,House,1281,S001190,7,,2019,26
illinois,10,Brad Schneider,Rep,House,1281,S001190,7,,2020,110
illinois,10,Brad Schneider,Rep,House,1281,S001190,7,,2021,51
illinois,10,Brad Schneider,Rep,House,1281,S001190,7,,2022,107
illinois,10,Bradley Schneider,Rep,,1281,S001190,1,,2018,128
illinois,12,Brendan Kelly,Rep,,1282,,1,,2018,113
illinois,2,Brian Woodworth,Rep,,1283,,2,,2012,63
illinois,2,Brian Woodworth,Rep,,1283,,2,,2012,132
illinois,0,Bruce Rauner,Gov,,1284,,4,,2015,602
illinois,0,Bruce Rauner,Gov,,1284,,4,,2016,2615
illinois,0,Bruce Rauner,Gov,,1284,,4,,2017,723
illinois,0,Bruce Rauner,Gov,,1284,,4,,2018,2418
illinois,11,Catalina Lauf,Rep,,4261,,0,,2022,108
illinois,12,"Charles ""C.J."" Baricevic",Rep,,1285,,1,,2016,107
illinois,7,Charles Hutchinson,Rep,,1286,,1,,2006,71
illinois,17,Cheri Bustos,Rep,House,1287,B001286,9,,2012,48
illinois,17,Cheri Bustos,Rep,House,1287,B001286,9,,2014,23
illinois,17,Cheri Bustos,Rep,House,1287,B001286,9,,2012,114
illinois,17,Cheri Bustos,Rep,House,1287,B001286,9,,2013,43
illinois,17,Cheri Bustos,Rep,House,1287,B001286,9,,2014,121
illinois,17,Cheri Bustos,Rep,House,1287,B001286,9,,2015,38
illinois,17,Cheri Bustos,Rep,House,1287,B001286,9,,2016,153
illinois,17,Cheri Bustos,Rep,House,1287,B001286,9,,2017,40
illinois,17,Cheri Bustos,Rep,House,1287,B001286,9,,2018,155
illinois,17,Cheri Bustos,Rep,House,1287,B001286,9,,2019,40
illinois,17,Cheri Bustos,Rep,House,1287,B001286,9,,2020,132
illinois,17,Cheri Bustos,Rep,House,1287,B001286,9,,2021,52
illinois,17,Cheri Bustos,Rep,House,1287,B001286,9,,2022,85
illinois,12,Chip Markel,Rep,,4262,,0,,2022,149
illinois,8,Chris Dargis,Rep,,4263,,0,,2022,117
illinois,4,Chuy Garcia,Rep,,1328,G000586,0,,2022,84
illinois,18,Colleen Callahan,Rep,,1288,,1,,2008,51
illinois,7,Craig Cameron,Rep,,1289,,1,,2018,137
illinois,7,Craig Cameron,Rep,,1289,,1,,2020,149
illinois,3,Dan Lipinski,Rep,,48,L000563,5,,2009,21
illinois,3,Dan Lipinski,Rep,,48,L000563,5,,2011,40
illinois,3,Dan Lipinski,Rep,,48,L000563,5,,2013,28
illinois,3,Dan Lipinski,Rep,,48,L000563,5,,2015,40
illinois,3,Dan Lipinski,Rep,,48,L000563,5,,2017,36
illinois,3,Dan Lipinski,Rep,,48,L000563,5,,2019,36
illinois,3,Dan Lipinski,Rep,,48,L000563,5,,2020,109
illinois,5,Dan Schmitt,Rep,,1290,,2,,2012,48
illinois,5,Dan Schmitt,Rep,,1290,,2,,2012,103
illinois,16,Dani Brzozowski,Rep,,1291,,0,,2020,140
illinois,4,Daniel Cunningham,Rep,,1292,,1,,2008,6
illinois,19,Daniel Davis,Rep,,1293,D000096,1,,2008,6
illinois,10,Daniel J. Seals,Rep,,1294,,2,,2006,83
illinois,10,Daniel J. Seals,Rep,,1294,,2,,2008,37
illinois,3,Daniel Lipinski,Rep,House,48,L000563,9,,2006,55
illinois,3,Daniel Lipinski,Rep,House,48,L000563,9,,2007,10
illinois,3,Daniel Lipinski,Rep,House,48,L000563,9,,2012,42
illinois,3,Daniel Lipinski,Rep,House,48,L000563,9,,2014,21
illinois,3,Daniel Lipinski,Rep,House,48,L000563,9,,2010,105
illinois,3,Daniel Lipinski,Rep,House,48,L000563,9,,2012,94
illinois,3,Daniel Lipinski,Rep,House,48,L000563,9,,2014,122
illinois,3,Daniel Lipinski,Rep,House,48,L000563,9,,2016,127
illinois,3,Daniel Lipinski,Rep,House,48,L000563,9,,2018,113
illinois,4,Daniel Lipinski,Rep,,48,L000563,1,,2012,1
illinois,7,Daniel Lipinski,Rep,,48,L000563,1,,2012,1
illinois,11,Daniel Lipinski,Rep,,48,L000563,1,,2012,2
illinois,10,Daniel Seals,Rep,,1294,,1,,2010,126
illinois,1,Daniel William Lipinski,Rep,,48,L000563,2,,2012,1
illinois,1,Daniel William Lipinski,Rep,,48,L000563,2,,2012,1
illinois,3,Daniel William Lipinski,Rep,,48,L000563,1,,2008,29
illinois,4,Daniel William Lipinski,Rep,,48,L000563,2,,2012,10
illinois,4,Daniel William Lipinski,Rep,,48,L000563,2,,2012,14
illinois,5,Daniel William Lipinski,Rep,,48,L000563,2,,2012,1
illinois,5,Daniel William Lipinski,Rep,,48,L000563,2,,2012,1
illinois,7,Daniel William Lipinski,Rep,,48,L000563,2,,2012,2
illinois,7,Daniel William Lipinski,Rep,,48,L000563,2,,2012,6
illinois,1,Danny Davis,Rep,,1293,D000096,1,,2012,1
illinois,7,Danny Davis,Rep,,1293,D000096,7,,2007,17
illinois,7,Danny Davis,Rep,,1293,D000096,7,,2009,19
illinois,7,Danny Davis,Rep,,1293,D000096,7,,2012,4
illinois,7,Danny Davis,Rep,,1293,D000096,7,,2014,12
illinois,7,Danny Davis,Rep,,1293,D000096,7,,2010,125
illinois,7,Danny Davis,Rep,,1293,D000096,7,,2014,145
illinois,7,Danny Davis,Rep,,1293,D000096,7,,2018,137
illinois,7,Danny Davis,Rep,,1293,D000096,7,,2020,149
illinois,9,Danny Davis,Rep,,1293,D000096,1,,2012,2
illinois,13,Danny Davis,Rep,,1293,D000096,1,,2012,1
illinois,1,Danny K. Davis,Rep,,1293,D000096,1,,2012,2
illinois,1,Danny K. Davis,Rep,,1293,D000096,1,,2022,5
illinois,3,Danny K. Davis,Rep,,1293,D000096,0,,2022,7
illinois,4,Danny K. Davis,Rep,,1293,D000096,1,,2012,1
illinois,5,Danny K. Davis,Rep,,1293,D000096,2,,2012,3
illinois,5,Danny K. Davis,Rep,,1293,D000096,2,,2012,1
illinois,7,Danny K. Davis,Rep,House,1293,D000096,9,,2006,72
illinois,7,Danny K. Davis,Rep,House,1293,D000096,9,,2008,29
illinois,7,Danny K. Davis,Rep,House,1293,D000096,9,,2012,39
illinois,7,Danny K. Davis,Rep,House,1293,D000096,9,,2011,30
illinois,7,Danny K. Davis,Rep,House,1293,D000096,9,,2012,113
illinois,7,Danny K. Davis,Rep,House,1293,D000096,9,,2013,35
illinois,7,Danny K. Davis,Rep,House,1293,D000096,9,,2015,36
illinois,7,Danny K. Davis,Rep,House,1293,D000096,9,,2016,156
illinois,7,Danny K. Davis,Rep,House,1293,D000096,9,,2017,44
illinois,7,Danny K. Davis,Rep,House,1293,D000096,9,,2019,32
illinois,7,Danny K. Davis,Rep,House,1293,D000096,9,,2021,58
illinois,7,Danny K. Davis,Rep,House,1293,D000096,9,,2022,150
illinois,9,Danny K. Davis,Rep,,1293,D000096,2,,2012,1
illinois,9,Danny K. Davis,Rep,,1293,D000096,2,,2012,1
illinois,19,Danny L. Stover,Rep,,1295,,1,,2006,80
illinois,13,Darin LaHood,Rep,,1296,L000585,0,,2022,8
illinois,16,Darin LaHood,Rep,House,1296,L000585,0,,2022,160
illinois,17,Darin LaHood,Rep,,1296,L000585,0,,2022,26
illinois,18,Darin LaHood,Rep,House,1296,L000585,4,,2015,23
illinois,18,Darin LaHood,Rep,House,1296,L000585,4,,2016,125
illinois,18,Darin LaHood,Rep,House,1296,L000585,4,,2017,38
illinois,18,Darin LaHood,Rep,House,1296,L000585,4,,2018,145
illinois,18,Darin LaHood,Rep,House,1296,L000585,4,,2019,40
illinois,18,Darin LaHood,Rep,House,1296,L000585,4,,2020,137
illinois,18,Darin LaHood,Rep,House,1296,L000585,4,,2021,57
illinois,11,Darlene Senger,Rep,,1297,,2,,2014,26
illinois,11,Darlene Senger,Rep,,1297,,2,,2014,127
illinois,18,Darrel Miller,Rep,,1298,,2,,2014,24
illinois,18,Darrel Miller,Rep,,1298,,2,,2014,114
illinois,13,David Gill,Rep,,1299,,2,,2012,53
illinois,13,David Gill,Rep,,1299,,2,,2012,125
illinois,15,David Gill,Rep,,1299,,1,,2010,133
illinois,15,David M. Gill,Rep,,1299,,1,,2006,91
illinois,2,David Merkle,Rep,,1300,,1,,2018,144
illinois,5,David Ratowitz,Rep,,1301,,1,,2010,105
illinois,11,Debbie Halvorson,Rep,,1302,H001044,1,,2009,33
illinois,7,Debbie Wasserman Schultz,Rep,,906,W000797,1,,2012,1
illinois,11,"Deborah ""Debbie"" Halvorson",Rep,,1302,H001044,1,,2008,52
illinois,1,Deborah Halvorson,Rep,,1302,H001044,1,,2012,6
illinois,2,Deborah Halvorson,Rep,,1302,H001044,1,,2012,18
illinois,3,Deborah Halvorson,Rep,,1302,H001044,1,,2012,1
illinois,11,Deborah Halvorson,Rep,,1302,H001044,2,,2012,11
illinois,11,Deborah Halvorson,Rep,,1302,H001044,2,,2010,132
illinois,13,Deborah Halvorson,Rep,,1302,H001044,1,,2012,1
illinois,14,Deborah Halvorson,Rep,,1302,H001044,1,,2012,1
illinois,15,Deborah Halvorson,Rep,,1302,H001044,1,,2012,1
illinois,16,Deborah Halvorson,Rep,,1302,H001044,1,,2012,17
illinois,18,Deborah Halvorson,Rep,,1302,H001044,1,,2012,4
illinois,18,Deirdre 'DK' Hirner,Rep,,1303,,1,,2010,128
illinois,3,Delia Ramirez,Rep,House,4265,R000617,0,,2022,120
illinois,14,Dennis Anderson,Rep,,1304,,4,,2012,54
illinois,14,Dennis Anderson,Rep,,1304,,4,,2014,33
illinois,14,Dennis Anderson,Rep,,1304,,4,,2012,113
illinois,14,Dennis Anderson,Rep,,1304,,4,,2014,126
illinois,14,Dennis J. Hastert,Rep,,1305,H000323,1,,2006,113
illinois,0,Dick Durbin,Sen,,1306,D000563,10,,2007,376
illinois,0,Dick Durbin,Sen,,1306,D000563,10,,2008,882
illinois,0,Dick Durbin,Sen,,1306,D000563,10,,2014,413
illinois,0,Dick Durbin,Sen,,1306,D000563,10,,2010,2475
illinois,0,Dick Durbin,Sen,,1306,D000563,10,,2011,764
illinois,0,Dick Durbin,Sen,,1306,D000563,10,,2014,2334
illinois,0,Dick Durbin,Sen,,1306,D000563,10,,2015,602
illinois,0,Dick Durbin,Sen,,1306,D000563,10,,2016,2604
illinois,0,Dick Durbin,Sen,,1306,D000563,10,,2017,723
illinois,0,Dick Durbin,Sen,,1306,D000563,10,,2018,2417
illinois,0,Dick Durbin,Sen,,1306,D000563,10,,2019,677
illinois,0,Dick Durbin,Sen,,1306,D000563,10,,2020,2292
illinois,0,Dick Durbin,Sen,,1306,D000563,10,,2021,988
illinois,0,Dick Durbin,Sen,,1306,D000563,10,,2022,2229
illinois,1,Dina Titus,Rep,,1307,T000468,1,,2012,1
illinois,6,Donald A. Manzullo,Rep,,1308,M001138,2,,2012,4
illinois,6,Donald A. Manzullo,Rep,,1308,M001138,2,,2012,22
illinois,14,Donald A. Manzullo,Rep,,1308,M001138,2,,2012,11
illinois,14,Donald A. Manzullo,Rep,,1308,M001138,2,,2012,13
illinois,16,Donald A. Manzullo,Rep,House,1308,M001138,4,,2006,88
illinois,16,Donald A. Manzullo,Rep,House,1308,M001138,4,,2008,57
illinois,16,Donald A. Manzullo,Rep,House,1308,M001138,4,,2012,21
illinois,16,Donald A. Manzullo,Rep,House,1308,M001138,4,,2012,44
illinois,17,Donald A. Manzullo,Rep,,1308,M001138,2,,2012,17
illinois,17,Donald A. Manzullo,Rep,,1308,M001138,2,,2012,32
illinois,5,Donald Manzullo,Rep,,1308,M001138,1,,2012,1
illinois,6,Donald Manzullo,Rep,,1308,M001138,1,,2012,1
illinois,14,Donald Manzullo,Rep,,1308,M001138,1,,2012,2
illinois,16,Donald Manzullo,Rep,,1308,M001138,5,,2007,16
illinois,16,Donald Manzullo,Rep,,1308,M001138,5,,2009,33
illinois,16,Donald Manzullo,Rep,,1308,M001138,5,,2012,1
illinois,16,Donald Manzullo,Rep,,1308,M001138,5,,2010,134
illinois,16,Donald Manzullo,Rep,,1308,M001138,5,,2011,46
illinois,1,Donald Peloquin,Rep,,1309,,2,,2012,56
illinois,1,Donald Peloquin,Rep,,1309,,2,,2012,138
illinois,10,Douglas Bennett,Rep,,1310,,1,,2018,128
illinois,16,Elizabeth Haderlein,Rep,,4266,,0,,2022,160
illinois,1,Eric Carlson,Rep,,4267,,0,,2022,139
illinois,17,Eric Sorensen,Rep,House,4268,,0,,2022,130
illinois,15,Eric Thorsand,Rep,,1311,,2,,2014,19
illinois,15,Eric Thorsand,Rep,,1311,,2,,2014,93
illinois,2,Eric Wallace,Rep,,1312,,2,,2014,28
illinois,2,Eric Wallace,Rep,,1312,,2,,2014,156
illinois,15,Erika Weaver,Rep,,1313,,0,,2020,104
illinois,17,Esther Joy King,Rep,,1314,,0,,2020,132
illinois,17,Esther Joy King,Rep,,1314,,0,,2022,130
illinois,6,G. 'Bill' Foster,Rep,,1277,F000454,1,,2012,10
illinois,8,G. 'Bill' Foster,Rep,,1277,F000454,1,,2012,7
illinois,11,G. 'Bill' Foster,Rep,,1277,F000454,1,,2012,12
illinois,14,G. 'Bill' Foster,Rep,,1277,F000454,2,,2012,18
illinois,14,G. 'Bill' Foster,Rep,,1277,F000454,2,,2010,161
illinois,16,G. 'Bill' Foster,Rep,,1277,F000454,1,,2012,2
illinois,17,G. 'Bill' Foster,Rep,,1277,F000454,1,,2012,2
illinois,16,George Gaulrapp,Rep,,1315,,1,,2010,130
illinois,18,George Petrilli,Rep,,1316,,0,,2020,137
illinois,4,Hector Concepcion,Rep,,1317,,4,,2012,26
illinois,4,Hector Concepcion,Rep,,1317,,4,,2014,15
illinois,4,Hector Concepcion,Rep,,1317,,4,,2012,80
illinois,4,Hector Concepcion,Rep,,1317,,4,,2014,98
illinois,2,Isaac Hayes,Rep,,1318,,1,,2010,152
illinois,4,Israel Vasquez,Rep,,1319,,1,,2010,73
illinois,0,J. B. Pritzker,Gov,,1320,,0,,2019,677
illinois,0,J. B. Pritzker,Gov,,1320,,0,,2020,2292
illinois,0,J. B. Pritzker,Gov,,1320,,0,,2021,988
illinois,0,J. B. Pritzker,Gov,,1320,,0,,2022,2227
illinois,14,J. Dennis Hastert,Rep,,1305,H000323,1,,2007,23
illinois,4,James Falakos,Rep,,4269,,0,,2022,84
illinois,3,Jan Schakowsky,Rep,,951,S001145,0,,2022,1
illinois,9,Jan Schakowsky,Rep,,951,S001145,10,,2007,29
illinois,9,Jan Schakowsky,Rep,,951,S001145,10,,2008,42
illinois,9,Jan Schakowsky,Rep,,951,S001145,10,,2009,38
illinois,9,Jan Schakowsky,Rep,,951,S001145,10,,2012,48
illinois,9,Jan Schakowsky,Rep,,951,S001145,10,,2011,41
illinois,9,Jan Schakowsky,Rep,,951,S001145,10,,2012,147
illinois,9,Jan Schakowsky,Rep,,951,S001145,10,,2013,35
illinois,9,Jan Schakowsky,Rep,,951,S001145,10,,2015,38
illinois,9,Jan Schakowsky,Rep,,951,S001145,10,,2017,57
illinois,9,Jan Schakowsky,Rep,,951,S001145,10,,2018,166
illinois,9,Jan Schakowsky,Rep,,951,S001145,10,,2019,48
illinois,9,Jan Schakowsky,Rep,,951,S001145,10,,2020,171
illinois,9,Jan Schakowsky,Rep,,951,S001145,10,,2021,60
illinois,9,Jan Schakowsky,Rep,,951,S001145,10,,2022,159
illinois,4,Janice D. Schakowsky,Rep,,951,S001145,1,,2012,1
illinois,5,Janice D. Schakowsky,Rep,,951,S001145,2,,2012,6
illinois,5,Janice D. Schakowsky,Rep,,951,S001145,2,,2012,4
illinois,9,Janice D. Schakowsky,Rep,House,951,S001145,1,,2006,87
illinois,10,Janice D. Schakowsky,Rep,,951,S001145,2,,2012,3
illinois,10,Janice D. Schakowsky,Rep,,951,S001145,2,,2012,10
illinois,12,Janice D. Schakowsky,Rep,,951,S001145,1,,2012,1
illinois,4,Janice Schakowsky,Rep,,951,S001145,1,,2012,1
illinois,5,Janice Schakowsky,Rep,,951,S001145,1,,2012,2
illinois,9,Janice Schakowsky,Rep,,951,S001145,5,,2012,4
illinois,9,Janice Schakowsky,Rep,,951,S001145,5,,2014,29
illinois,9,Janice Schakowsky,Rep,,951,S001145,5,,2010,146
illinois,9,Janice Schakowsky,Rep,,951,S001145,5,,2014,187
illinois,9,Janice Schakowsky,Rep,,951,S001145,5,,2016,193
illinois,1,Jason E. Tabour,Rep,,1321,,1,,2006,75
illinois,12,Jason Plummer,Rep,,1322,,2,,2012,40
illinois,12,Jason Plummer,Rep,,1322,,2,,2012,100
illinois,5,Jean Schmidt,Rep,,1323,S001164,1,,2012,1
illinois,6,Jeanne Ives,Rep,,1324,,0,,2020,132
illinois,7,Jeffrey A. Leef,Rep,,1325,,1,,2016,156
illinois,12,Jerry Costello,Rep,,434,C000794,5,,2007,14
illinois,12,Jerry Costello,Rep,,434,C000794,5,,2009,26
illinois,12,Jerry Costello,Rep,,434,C000794,5,,2012,2
illinois,12,Jerry Costello,Rep,,434,C000794,5,,2010,106
illinois,12,Jerry Costello,Rep,,434,C000794,5,,2011,46
illinois,12,Jerry F. Costello,Rep,,434,C000794,4,,2006,89
illinois,12,Jerry F. Costello,Rep,,434,C000794,4,,2008,59
illinois,12,Jerry F. Costello,Rep,,434,C000794,4,,2012,35
illinois,12,Jerry F. Costello,Rep,,434,C000794,4,,2012,96
illinois,13,Jerry F. Costello,Rep,,434,C000794,2,,2012,1
illinois,13,Jerry F. Costello,Rep,,434,C000794,2,,2012,1
illinois,11,Jerry Weller,Rep,,1326,W000273,3,,2006,89
illinois,11,Jerry Weller,Rep,,1326,W000273,3,,2007,16
illinois,11,Jerry Weller,Rep,,1326,W000273,3,,2008,53
illinois,2,Jesse Jackson,Rep,,1327,J000283,1,,2007,15
illinois,2,Jesse Jackson Jr.,Rep,,1327,J000283,2,,2012,63
illinois,2,Jesse Jackson Jr.,Rep,,1327,J000283,2,,2012,135
illinois,1,"Jesse Jackson, Jr.",Rep,,1327,J000283,1,,2012,1
illinois,2,"Jesse Jackson, Jr.",Rep,,1327,J000283,3,,2009,45
illinois,2,"Jesse Jackson, Jr.",Rep,,1327,J000283,3,,2010,150
illinois,2,"Jesse Jackson, Jr.",Rep,,1327,J000283,3,,2011,41
illinois,3,"Jesse Jackson, Jr.",Rep,,1327,J000283,1,,2012,1
illinois,5,"Jesse Jackson, Jr.",Rep,,1327,J000283,1,,2012,1
illinois,2,Jesse L. Jackson,Rep,House,1327,J000283,1,,2006,78
illinois,1,"Jesse L. Jackson, Jr.",Rep,,1327,J000283,2,,2012,3
illinois,1,"Jesse L. Jackson, Jr.",Rep,,1327,J000283,2,,2012,1
illinois,2,"Jesse L. Jackson, Jr.",Rep,,1327,J000283,1,,2008,50
illinois,3,"Jesus ""Chuy"" Garcia",Rep,,1328,G000586,0,,2022,49
illinois,4,"Jesus ""Chuy"" Garcia",Rep,,1328,G000586,1,,2018,124
illinois,4,"Jesus ""Chuy"" Garcia",Rep,,1328,G000586,1,,2019,30
illinois,4,"Jesus ""Chuy"" Garcia",Rep,,1328,G000586,1,,2020,99
illinois,4,"Jesus ""Chuy"" Garcia",Rep,,1328,G000586,1,,2021,48
illinois,4,Jesus Solorio,Rep,,1329,,0,,2020,99
illinois,6,Jill Morgenthaler,Rep,,1330,,1,,2008,25
illinois,0,Jim Oberweis,Sen,,1331,,2,,2014,413
illinois,0,Jim Oberweis,Sen,,1331,,2,,2014,2325
illinois,14,Jim Oberweis,Rep,,1331,,1,,2008,62
illinois,14,Jim Oberweis,Rep,,1331,,1,,2020,129
illinois,14,Jim Walz,Rep,,1332,,1,,2016,151
illinois,1,Jimmy Lee Tillman,Rep,,1333,,2,,2014,22
illinois,1,Jimmy Lee Tillman,Rep,,1333,,2,,2014,156
illinois,1,Jimmy Lee Tillman II,Rep,,1333,,1,,2018,130
illinois,8,"Jitendra ""JD"" Diganvker",Rep,,1334,,1,,2018,123
illinois,9,Joan McCarthy Lasonde,Rep,,1335,,1,,2016,190
illinois,6,Joe Walsh,Rep,,1336,W000811,2,,2012,10
illinois,6,Joe Walsh,Rep,,1336,W000811,2,,2012,21
illinois,8,Joe Walsh,Rep,House,1336,W000811,4,,2012,47
illinois,8,Joe Walsh,Rep,House,1336,W000811,4,,2010,166
illinois,8,Joe Walsh,Rep,House,1336,W000811,4,,2011,61
illinois,8,Joe Walsh,Rep,House,1336,W000811,4,,2012,124
illinois,10,Joe Walsh,Rep,,1336,W000811,2,,2012,19
illinois,10,Joe Walsh,Rep,,1336,W000811,2,,2012,51
illinois,13,Joe Walsh,Rep,,1336,W000811,1,,2012,1
illinois,14,Joe Walsh,Rep,,1336,W000811,2,,2012,15
illinois,14,Joe Walsh,Rep,,1336,W000811,2,,2012,28
illinois,9,Joel Pollak,Rep,,1337,,1,,2010,149
illinois,9,John Dingell,Rep,,1338,D000355,1,,2012,1
illinois,9,John Elleson,Rep,,1339,,1,,2018,166
illinois,2,John F. Morrow,Rep,,1340,,1,,2016,203
illinois,12,John M. Shimkus,Rep,,1341,S000364,2,,2012,5
illinois,12,John M. Shimkus,Rep,,1341,S000364,2,,2012,4
illinois,13,John M. Shimkus,Rep,,1341,S000364,2,,2012,14
illinois,13,John M. Shimkus,Rep,,1341,S000364,2,,2012,27
illinois,18,John M. Shimkus,Rep,,1341,S000364,2,,2012,1
illinois,18,John M. Shimkus,Rep,,1341,S000364,2,,2012,5
illinois,19,John M. Shimkus,Rep,House,1341,S000364,1,,2008,27
illinois,11,John Pavich,Rep,,1342,,1,,2006,89
illinois,13,John Shimkus,Rep,,1341,S000364,1,,2012,1
illinois,15,John Shimkus,Rep,,1341,S000364,9,,2012,29
illinois,15,John Shimkus,Rep,,1341,S000364,9,,2014,19
illinois,15,John Shimkus,Rep,,1341,S000364,9,,2012,79
illinois,15,John Shimkus,Rep,,1341,S000364,9,,2013,33
illinois,15,John Shimkus,Rep,,1341,S000364,9,,2014,92
illinois,15,John Shimkus,Rep,,1341,S000364,9,,2015,26
illinois,15,John Shimkus,Rep,,1341,S000364,9,,2016,95
illinois,15,John Shimkus,Rep,,1341,S000364,9,,2017,22
illinois,15,John Shimkus,Rep,,1341,S000364,9,,2018,110
illinois,15,John Shimkus,Rep,,1341,S000364,9,,2019,33
illinois,15,John Shimkus,Rep,,1341,S000364,9,,2020,104
illinois,19,John Shimkus,Rep,,1341,S000364,5,,2006,81
illinois,19,John Shimkus,Rep,,1341,S000364,5,,2007,19
illinois,19,John Shimkus,Rep,,1341,S000364,5,,2009,28
illinois,19,John Shimkus,Rep,,1341,S000364,5,,2010,113
illinois,19,John Shimkus,Rep,,1341,S000364,5,,2011,27
illinois,14,"Jonathan ""John"" Laesch",Rep,,1343,,1,,2006,115
illinois,1,Jonathan Jackson,Rep,House,4270,J000309,0,,2022,139
illinois,16,Joseph Schreiner,Rep,,1344,,1,Might have been a libertarian candidated in 2016 but cannot find him anywhere. Kinzinger won with 99.95% of vote,2016,131
illinois,10,Joseph Severino,Rep,,4271,,0,,2022,107
illinois,13,Joseph Shannon,Rep,,1345,,1,,2006,85
illinois,13,Judith Biggert,Rep,,1346,B001232,1,,2007,20
illinois,0,Judy Baar Topinka,Gov,,1347,,1,,2006,1559
illinois,1,Judy Biggert,Rep,,1346,B001232,2,,2012,4
illinois,1,Judy Biggert,Rep,,1346,B001232,2,,2012,1
illinois,3,Judy Biggert,Rep,,1346,B001232,2,,2012,11
illinois,3,Judy Biggert,Rep,,1346,B001232,2,,2012,25
illinois,6,Judy Biggert,Rep,,1346,B001232,2,,2012,8
illinois,6,Judy Biggert,Rep,,1346,B001232,2,,2012,18
illinois,8,Judy Biggert,Rep,,1346,B001232,1,,2012,1
illinois,11,Judy Biggert,Rep,,1346,B001232,2,,2012,63
illinois,11,Judy Biggert,Rep,,1346,B001232,2,,2012,130
illinois,13,Judy Biggert,Rep,,1346,B001232,5,,2006,84
illinois,13,Judy Biggert,Rep,,1346,B001232,5,,2008,50
illinois,13,Judy Biggert,Rep,,1346,B001232,5,,2009,22
illinois,13,Judy Biggert,Rep,,1346,B001232,5,,2010,162
illinois,13,Judy Biggert,Rep,,1346,B001232,5,,2011,49
illinois,14,Judy Biggert,Rep,,1346,B001232,2,,2012,6
illinois,14,Judy Biggert,Rep,,1346,B001232,2,,2012,8
illinois,16,Judy Biggert,Rep,,1346,B001232,1,,2012,1
illinois,18,Junius Rodriguez,Rep,,1348,,2,,2016,125
illinois,18,Junius Rodriguez,Rep,,1348,,2,,2018,145
illinois,3,Justin Burau,Rep,,4272,,0,,2022,120
illinois,0,Kathy Salvi,Sen,,4273,,0,,2022,2229
illinois,6,Keith Pekau,Rep,,4274,,0,,2022,129
illinois,5,Kevin Edward White,Rep,,1349,,1,,2006,69
illinois,15,Kevin Gaither,Rep,,1350,,1,,2018,110
illinois,6,L. Tammy Duckworth,Rep,,1351,D000622,1,,2006,76
illinois,3,Lauren Underwood,Rep,,1352,U000040,0,,2022,1
illinois,14,Lauren Underwood,Rep,House,1352,U000040,1,,2018,128
illinois,14,Lauren Underwood,Rep,House,1352,U000040,1,,2019,43
illinois,14,Lauren Underwood,Rep,House,1352,U000040,1,,2020,129
illinois,14,Lauren Underwood,Rep,House,1352,U000040,1,,2021,62
illinois,14,Lauren Underwood,Rep,House,1352,U000040,1,,2022,111
illinois,8,Lawrence Kaifesh,Rep,,1353,,2,,2014,23
illinois,8,Lawrence Kaifesh,Rep,,1353,,2,,2014,123
illinois,6,Leslie Coolidge,Rep,,1354,,2,,2012,48
illinois,6,Leslie Coolidge,Rep,,1354,,2,,2012,114
illinois,4,Luis Gutierrez,Rep,,1355,G000535,12,,2009,21
