candidate_name,politician_id,state,cycle
Mike Carey,17707,ohio,2021
Allison Russo,17706,ohio,2021
Jake Ellzey,13256,texas,2021
Susan Wright,13255,texas,2021
Aubrey Dunn,8557,new mexico,2021
Laura Olivas,17703,new mexico,2021
Melanie Ann Stansbury,14266,new mexico,2021
Mark David Moores,14267,new mexico,2021
Robert Ornelas,17704,new mexico,2021
Christopher Manning,9631,new mexico,2021
Tammy Allison,13299,texas,2021
Lydia Bean,13257,texas,2021
Mike Egan,13302,texas,2021
Phil Gray,10728,texas,2021
Brian Harrison,13266,texas,2021
Sery Kim,13261,texas,2021
Adrian Mizher,13259,texas,2021
Patrick Moses,13260,texas,2021
Travis Rodermund,13309,texas,2021
Manuel Richard Salazar,13304,texas,2021
Jana Lynne Sanchez,8667,texas,2021
Jennifer Garcia Sharon,10745,texas,2021
Christopher Suprun,13303,texas,2021
Michael Ballantine,13306,texas,2021
John Anthony Castro,13298,texas,2021
Daryl J. Eddings,13307,texas,2021
Shawn Lassiter,13258,texas,2021
Daniel Stephen Rodimer,10560,texas,2021
Brian K. Stephenson,13301,texas,2021
Matt Hinterlong,13308,texas,2021
Michael Wood,13300,texas,2021
Troy A. Carter Sr.,11439,louisiana,2021
Karen Carter Peterson,11438,louisiana,2021
Jaycee Magnuson,17658,louisiana,2021
Julia Letlow,17657,louisiana,2021
Robert Kent Lansden,17655,louisiana,2021
Allen Guillory,11052,louisiana,2021
Jim Davis,17654,louisiana,2021
Chad Conerly,17653,louisiana,2021
Errol Victor,17662,louisiana,2021
Sancha Smith,17661,louisiana,2021
Richard H. Pannell,17660,louisiana,2021
Sandra Christophe,10478,louisiana,2021
"M.V. ""Vinny"" Mendoza",6077,louisiana,2021
Horace Melton,17659,louisiana,2021
Harold John,17646,louisiana,2021
Claston Bernard,13112,louisiana,2021
Chelsea Ardoin,17645,louisiana,2021
Sheldon C. Vincent,10933,louisiana,2021
Jenette M. Porter,17652,louisiana,2021
Mindy McConnell,17651,louisiana,2021
Lloyd M. Kelly,17649,louisiana,2021
J. Christopher Johnson,17647,louisiana,2021
Gary Chambers,13110,louisiana,2021
Belden Batiste,8855,louisiana,2021
Desiree Ontiveros,13111,louisiana,2021
Gregory Lirette,17650,louisiana,2021
Brandon Jolicoeur,17648,louisiana,2021
Luke J. Letlow,10479,louisiana,2020
Lance Harris,10480,louisiana,2020
Kwanza Hall,11719,georgia,2020
Robert M. Franklin,11718,georgia,2020
Yusheng Peng,11737,connecticut,2020
Robert B. Aderholt,2715,alabama,2020
,,alabama,2020
Rick Neighbors,5560,alabama,2020
Ed Case,1074,hawaii,2020
Ronald C. Curtis,10927,hawaii,2020
,,hawaii,2020
Ashley Hinson,9834,iowa,2020
Abby Finkenauer,8600,iowa,2020
,,iowa,2020
Mariannette Miller-Meeks,3442,iowa,2020
Rita R. Hart,10426,iowa,2020
George McDermott,4280,maryland,2020
Anthony Brown,6715,maryland,2020
,,maryland,2020
Jason Herrick,11747,maryland,2020
Neil C. Parrott,10495,maryland,2020
David J. Trone,8870,maryland,2020
George Gluck,4270,maryland,2020
Rae Hart Anderson,11112,minnesota,2020
Michelle Fischbach,10960,minnesota,2020
Slater Johnson,10984,minnesota,2020
Collin Peterson,2949,minnesota,2020
,,minnesota,2020
Joseph R. Naham,10607,new york,2020
Kathleen Rice,3571,new york,2020
Douglas Tuman,10609,new york,2020
,,new york,2020
Nydia M. Velazquez,3029,new york,2020
Brian W. Kelly,10616,new york,2020
Gilbert Midonnet,10614,new york,2020
Hakeem Jeffries,3115,new york,2020
Garfield Wallace,10617,new york,2020
Don Bacon,8230,nebraska,2020
Kara Eastman,8913,nebraska,2020
Tyler Schaeffer,10542,nebraska,2020
Chele Farley,8584,new york,2020
Scott Smith,10586,new york,2020
Sean Patrick Maloney,3116,new york,2020
Elizabeth L. Joy,10594,new york,2020
Paul D. Tonko,3024,new york,2020
Ritchie Torres,10883,new york,2020
Patrick Delices,10578,new york,2020
Duane J. Whitmer,10885,new york,2020
Nate McMurray,8946,new york,2020
Christopher L. Jacobs,9100,new york,2020
"James E. ""Jim"" Clyburn",2763,south carolina,2020
Mark Hackett,10674,south carolina,2020
,,south carolina,2020
John McCollum,10675,south carolina,2020
Kael Weston,10762,utah,2020
James Robert Latham,10763,utah,2020
Chris Stewart,3134,utah,2020
Nicholas Betts,10773,virginia,2020
,,virginia,2020
Ben L. Cline,9057,virginia,2020
Jeffrey Beeler,9060,washington,2020
Suzan DelBene,3055,washington,2020
,,washington,2020
Jaime Herrera Beutler,2846,washington,2020
Carolyn Long,8691,washington,2020
Tim Rogers,9070,wisconsin,2020
Robert Raymond,5709,wisconsin,2020
Gwen Moore,2926,wisconsin,2020
,,wisconsin,2020
Lih Y. Young,4297,maryland,2020
Gregory Thomas Coll,10499,maryland,2020
Jamie Raskin,8872,maryland,2020
Cliff Bentz,10647,oregon,2020
Alex Spenser,10646,oregon,2020
Robert Werch,11779,oregon,2020
,,oregon,2020
Daniel Hoffay,10943,oregon,2020
Alek Skarlatos,10649,oregon,2020
Peter A. DeFazio,2781,oregon,2020
Don Young,3049,alaska,2020
Alyse S. Galvin,9095,alaska,2020
,,alaska,2020
Kendall Qualls,10979,minnesota,2020
Dean Phillips,8889,minnesota,2020
Betty McCollum,2909,minnesota,2020
Susan Pendergast Sindt,10980,minnesota,2020
Gene Rechtzigel,11054,minnesota,2020
Ilhan Omar,10981,minnesota,2020
Lacy Johnson,10982,minnesota,2020
Michael Moore,10983,minnesota,2020
Robert B. Lancia,11108,rhode island,2020
Jim Langevin,2880,rhode island,2020
,,rhode island,2020
Qasim Rashid,10766,virginia,2020
Robert J. Wittman,3043,virginia,2020
Elaine G. Luria,8578,virginia,2020
Scott W. Taylor,8579,virginia,2020
David Bruce Foster,11066,virginia,2020
H. Morgan Griffith,2832,virginia,2020
Adam Smith,3008,washington,2020
Doug Basler,4207,washington,2020
Marilyn Strickland,10889,washington,2020
Beth Doglio,10919,washington,2020
Ana Perez Gissy,11082,arizona,2020
Brett Brennan,11081,arizona,2020
Miko Jones,11080,arizona,2020
Don Overholser,11726,arizona,2020
Emily Robinson,11727,arizona,2020
Paul Gosar,2824,arizona,2020
Delina DiSanto,10873,arizona,2020
J. Travis Kirkham,11728,arizona,2020
Joshua Barnett,10354,arizona,2020
Ruben Gallego,3883,arizona,2020
Roxanne Renee Rodriguez,11084,arizona,2020
David Victor Giles,10875,arizona,2020
Greg Stanton,8723,arizona,2020
Bruce Westerman,3682,arkansas,2020
Frank Gilbert,6596,arkansas,2020
William H. Hanson,10350,arkansas,2020
Tamika Hamilton,10370,california,2020
John Garamendi,2815,california,2020
Tom McClintock,2908,california,2020
Brynne S. Kennedy,10379,california,2020
Ami Bera,3070,california,2020
Buzz Patterson,10389,california,2020
Jerry McNerney,2917,california,2020
Antonio C. Amador,3691,california,2020
Julia Brownley,3074,california,2020
Ronda Baldwin-Kennedy,10367,california,2020
Eric Early,10368,california,2020
Adam B. Schiff,2990,california,2020
Angélica María Dueñas,10369,california,2020
Tony Cardenas,3075,california,2020
Pete Aguilar,3686,california,2020
Agnes Gibboney,10371,california,2020
Grace F. Napolitano,2931,california,2020
Joshua M. Scott,10372,california,2020
Mike Cargile,10375,california,2020
Norma J. Torres,3835,california,2020
Ken Calvert,2744,california,2020
William E. O'Mara,10381,california,2020
Darrell E. Issa,2859,california,2020
Ammar Campa-Najjar,8661,california,2020
Critter Milton,10334,colorado,2020
John Ryan Keil,10332,colorado,2020
Lauren Boebert,10394,colorado,2020
Diane Mitsch Bush,8769,colorado,2020
Steven E. House,10397,colorado,2020
Norman T. Olsen,3864,colorado,2020
Jason Crow,8607,colorado,2020
Jaimie Kulikowski,11023,colorado,2020
Casper Stockham,8766,colorado,2020
Steven Zorn,11732,colorado,2020
David Olszta,10338,colorado,2020
Ken Biles,10336,colorado,2020
Ed Perlmutter,2947,colorado,2020
John M. Traceski,11735,connecticut,2020
Daniel Reale,5119,connecticut,2020
Cassandra Martineau,11734,connecticut,2020
Joe Courtney,2772,connecticut,2020
Justin Anderson,11075,connecticut,2020
Jonathan Riddle,10961,connecticut,2020
Brian Merlen,11736,connecticut,2020
Jim Himes,2848,connecticut,2020
Gary L. Koniz,3166,florida,2020
John H. Rutherford,8796,florida,2020
Donna Deegan,10409,florida,2020
Al Lawson,4773,florida,2020
Gary Adler,11043,florida,2020
John G. Nolan,10341,florida,2020
Clint Curtis,11044,florida,2020
Michael Waltz,9164,florida,2020
Alan Grayson,3062,florida,2020
Bill Posey,2956,florida,2020
Jim Kennedy,10411,florida,2020
Jacob Daniel Curnow,11029,florida,2020
Anna Paulina Luna,11028,florida,2020
Charlie Crist,479,florida,2020
"Earl L. ""Buddy"" Carter",3304,georgia,2020
Joyce Marie Griggs,10964,georgia,2020
Devin Pandy,10966,georgia,2020
Andrew Clyde,10967,georgia,2020
Tabitha Johnson-Green,8803,georgia,2020
Jody B. Hice,3316,georgia,2020
Dana Barrett,10412,georgia,2020
Barry Loudermilk,3320,georgia,2020
Richard W. Allen,3302,georgia,2020
"Elizabeth ""Liz"" Johnson",10413,georgia,2020
Martin Cowen,10415,georgia,2020
Becky E. Hites,10416,georgia,2020
David Scott,2996,georgia,2020
Russ Fulcher,6518,idaho,2020
Joe Evans,10429,idaho,2020
Marvin Richardson,4970,idaho,2020
Rudy Soto,10428,idaho,2020
Idaho Sierra Law,10430,idaho,2020
Mike Simpson,3005,idaho,2020
Aaron Swisher,8819,idaho,2020
Ruth Pellegrini,10342,illinois,2020
Philanise White,10431,illinois,2020
Bobby Rush,2983,illinois,2020
Jesus Eduardo Solorio,10449,illinois,2020
"Jesus ""Chuy"" Garcia",8828,illinois,2020
Preston Nelson,11049,illinois,2020
Raja Krishnamoorthi,5173,illinois,2020
James D. Oberweis,4526,illinois,2020
Joseph Monack,11742,illinois,2020
Lauren Underwood,8564,illinois,2020
Mark Leyva,3381,indiana,2020
Frank J. Mrvan,10452,indiana,2020
Michael Strauss,10435,indiana,2020
Thomas G. Ferkinhoff,11746,indiana,2020
Jeannine Lee Lake,8838,indiana,2020
Greg Pence,8839,indiana,2020
Mike Johnson,10476,louisiana,2020
Ryan Trundle,10475,louisiana,2020
Ben M. Gibson,10897,louisiana,2020
Kenny Houston,10474,louisiana,2020
Jesse P. Lagarde,10934,louisiana,2020
Martin Lemelle,10477,louisiana,2020
Sandra Christophe,10478,louisiana,2020
Randall Scott Robinson,10481,louisiana,2020
Matt Hasty,10898,louisiana,2020
Allen Guillory,11052,louisiana,2020
Phillip Snowden,10935,louisiana,2020
Tim Walberg,3031,michigan,2020
Gretchen Driskell,8504,michigan,2020
Steven K. Koonse,10923,missouri,2020
Vicky Hartzler,2841,missouri,2020
Lindsey Simmons,10508,missouri,2020
Gena L. Ross,10909,missouri,2020
Sam Graves,2827,missouri,2020
Jim Higgins,9221,missouri,2020
Matt Rosendale,3291,montana,2020
Kathleen Williams,8566,montana,2020
Dustin C. Hobbs,10543,nebraska,2020
Adrian Smith,3009,nebraska,2020
Mark Elworth Jr.,6702,nebraska,2020
Mark E. Amodei,3052,nevada,2020
Janine Hansen,4314,nevada,2020
Patricia Geraldene Ackerman,10556,nevada,2020
Jennifer Zinone,10544,new jersey,2020
Khaliah Fitchette,11773,new jersey,2020
Akil Khalfani,11055,new jersey,2020
John P. Mirrione,11772,new jersey,2020
Donald M. Payne Jr.,3057,new jersey,2020
Patrick McHenry,2912,north carolina,2020
David Payne Parker,10516,north carolina,2020
Alma S. Adams,3489,north carolina,2020
Brandon Michael Lape,10639,ohio,2020
Bob Gibbs,2819,ohio,2020
Quentin Potter,10638,ohio,2020
Mike Turner,3026,ohio,2020
Desiree Tims,10623,ohio,2020
David P. Joyce,3120,ohio,2020
Hillary O'Connor Mueri,10629,ohio,2020
Steve Stivers,3014,ohio,2020
Shane Hoffman,11778,ohio,2020
Joel Newby,10630,ohio,2020
Anthony Gonzalez,8956,ohio,2020
Aaron Paul Godfrey,10631,ohio,2020
Stephanie Bice,11072,oklahoma,2020
Kendra Horn,8968,oklahoma,2020
Michael Harvey,10659,pennsylvania,2020
Dwight Evans,8980,pennsylvania,2020
Mary Gay Scanlon,8984,pennsylvania,2020
Dasha Yermakova Pruett,10661,pennsylvania,2020
Jim Bognet,10665,pennsylvania,2020
Matt Cartwright,3125,pennsylvania,2020
Scott D. James,11785,tennessee,2020
Amber L. Hysell,10681,tennessee,2020
Meg Gorman,10887,tennessee,2020
Chuck Fleischmann,2806,tennessee,2020
Keith Douglas Sweitzer,10680,tennessee,2020
Bobby Lyons,10688,tennessee,2020
Dennis Clark,10687,tennessee,2020
Steve Cohen,2766,tennessee,2020
Charles Shappley,11788,tennessee,2020
Charlotte Bergmann,4079,tennessee,2020
Johnny Teague,10759,texas,2020
Jose R. Sosa,10757,texas,2020
Al Green,2829,texas,2020
Ronny Jackson,10702,texas,2020
Gus Trujillo,10700,texas,2020
Jack B. Westbrook,10701,texas,2020
Veronica Escobar,9019,texas,2020
Irene Armendariz Jackson,10707,texas,2020
Jodey C. Arrington,9024,texas,2020
Joe Burnes,10712,texas,2020
Tom Watson,10711,texas,2020
Beto Villela,10721,texas,2020
Tony Gonzales,10267,texas,2020
Gina Ortiz Jones,9028,texas,2020
Ricardo De La Fuente,10727,texas,2020
Michael Cloud,9033,texas,2020
Phil Gray,10728,texas,2020
Eddie Bernice Johnson,2863,texas,2020
Demetrick Pennie,10733,texas,2020
Eric Williams,11064,texas,2020
Jonathan Scott,11790,texas,2020
John Carter,2752,texas,2020
Clark Patterson,10735,texas,2020
Donna Imam,10734,texas,2020
Yehudis Gottesfeld,10584,new york,2020
John Stewart,10626,ohio,2020
Alaina Shearer,10625,ohio,2020
Mondaire L. Jones,10582,new york,2020
Josh Eisen,10583,new york,2020
Maureen McArdle Schulman,10884,new york,2020
Michael Parietti,10585,new york,2020
Debbie Dingell,3219,michigan,2020
Jeff Jones,8878,michigan,2020
Gary Walkowicz,10969,michigan,2020
Lisa Scheller,10664,pennsylvania,2020
Susan Wild,8591,pennsylvania,2020
Markwayne Mullin,3122,oklahoma,2020
Richard M. Castaldo,9590,oklahoma,2020
Danyell Lanier,10642,oklahoma,2020
Troy Balderson,8575,ohio,2020
Mikal Smith,11793,utah,2020
Blake D. Moore,10761,utah,2020
Taylor Lee,11792,utah,2020
Darren Parry,10760,utah,2020
Sandra Whitten,10730,texas,2020
Bekah Congdon,10729,texas,2020
Henry Cuellar,2776,texas,2020
Jeffrey C. Blunt,3977,texas,2020
Mauro Garza,10717,texas,2020
Joaquin Castro,3129,texas,2020
Blaine Luetkemeyer,2896,missouri,2020
Leonard J. Steinman,3276,missouri,2020
Megan Rezabek,10907,missouri,2020
Thomas Clapp,11761,missouri,2020
Robert M. Williams,10656,pennsylvania,2020
"Glenn ""G.T."" Thompson",3019,pennsylvania,2020
Japheth Nthautha Matemu,9136,north carolina,2020
Ada Norah Henríquez,11014,puerto rico,2020
Luis Roberto Piñero,11012,puerto rico,2020
Aníbal Acevedo-Vilá,11011,puerto rico,2020
Jenniffer González-Colón,11010,puerto rico,2020
Zayira Jordán Conde,11013,puerto rico,2020
Deborah K. Ross,8095,north carolina,2020
Alan D. Swain,10522,north carolina,2020
Phyllis Harvey-Hall,10345,alabama,2020
Barry Moore,10346,alabama,2020
Jon Mark Hogg,10693,texas,2020
Wacey Alpha Cody,10696,texas,2020
Suzanne Bonamici,3053,oregon,2020
Christopher C. Christensen,10645,oregon,2020
August Pfluger,10697,texas,2020
Carolyn Salter,10750,texas,2020
Kevin A. Hale,10751,texas,2020
Lance Gooden,9045,texas,2020
Ken Buck,1280,colorado,2020
Ike McCorkle,10395,colorado,2020
Bruce Griffith,10335,colorado,2020
Laura Ireland,11022,colorado,2020
Dennis B. Grace,10541,nebraska,2020
Jeff Fortenberry,2810,nebraska,2020
Kate J. Bolz,10540,nebraska,2020
Thomas Zmich,10612,new york,2020
Grace Meng,3114,new york,2020
Carlos Santiago-Cano,10572,new york,2020
Carolyn B. Maloney,2900,new york,2020
Jeff Van Drew,8921,new jersey,2020
Jesse Ehrnstrom,11126,new jersey,2020
Jenna Harvey,11127,new jersey,2020
Amy Kennedy,10295,new jersey,2020
Thomas H. Kean Jr.,264,new jersey,2020
Tom Malinowski,8612,new jersey,2020
Laura Lombard,10467,kansas,2020
Steven Kolln,10571,new york,2020
Kweisi Mfume,10496,maryland,2020
Kim Klacik,10497,maryland,2020
Ray Bly,4263,maryland,2020
Charles Ulysses Smith,5854,maryland,2020
Steven Greenfield,9174,new york,2020
Antonio Delgado,8599,new york,2020
Ron Estes,8674,kansas,2020
Lee M. Zeldin,3586,new york,2020
Nancy Goroff,10319,new york,2020
Poet J. Tribble,10461,kentucky,2020
S. Brett Guthrie,2835,kentucky,2020
Lewis Carter,10460,kentucky,2020
Robert Lee Perry,10459,kentucky,2020
Hank Linderman,8847,kentucky,2020
Kyle Van De Water,10588,new york,2020
Victoria Alexander,10587,new york,2020
C.A. Dutch Ruppersberger,2982,maryland,2020
John Ray Salling,10491,maryland,2020
Garret Graves,8009,louisiana,2020
Dartanyon Williams,10823,louisiana,2020
Shannon Sloan,10936,louisiana,2020
Richard P. Torregano,6080,louisiana,2020
George Mitris,10598,new york,2020
Joseph D. Morelle,8943,new york,2020
Kevin A. Wilson,10597,new york,2020
Hillary Scholten,10273,michigan,2020
Trevor Killian Murphy,11787,tennessee,2020
John Peter Miglietta,5635,tennessee,2020
Natisha Brooks,11786,tennessee,2020
Jim Cooper,2560,tennessee,2020
Richard David Fuentes,11755,michigan,2020
Peter Meijer,10274,michigan,2020
Shannon Ruth Hogan,11756,michigan,2020
Jay T. Allen,10500,maine,2020
,,maine,2020
Dale John Crafts,10322,maine,2020
Jared Forrest Golden,8672,maine,2020
Chellie Pingree,600,maine,2020
Miriam Berry,10988,vermont,2020
Peter Welch,3038,vermont,2020
Peter R. Becker,11122,vermont,2020
Marcia E. Horne,11123,vermont,2020
Jerry P. Trudell,10282,vermont,2020
,,vermont,2020
Christopher Helali,11125,vermont,2020
Shawn Orr,11124,vermont,2020
Daniel Clyde Cummings,5693,utah,2020
Devin D. Thorpe,10764,utah,2020
John Curtis,9049,utah,2020
Jeremy Friedbaum,6242,utah,2020
Trey Robinson,11794,utah,2020
Thomas G. McNeill,10765,utah,2020
Lloyd Doggett,2790,texas,2020
Mark Loewe,10744,texas,2020
Jason Mata,10743,texas,2020
,,massachusetts,2020
Tracy Lyn Lovvorn,10483,massachusetts,2020
James P. McGovern,2911,massachusetts,2020
Mia D. Mason,10490,maryland,2020
Andy Harris,2840,maryland,2020
Jennifer Garcia Sharon,10745,texas,2020
Chris Royal,11065,texas,2020
Anthony Cristo,10742,texas,2020
Rey Gonzalez,9040,texas,2020
Filemon Vela,3133,texas,2020
Phil Kurtz,10731,texas,2020
Jaimy Zouboulikos Blanco,10732,texas,2020
Sylvia Garcia,9034,texas,2020
Michael C. Burgess,2742,texas,2020
Carol Higbee Iannuzzi,10725,texas,2020
Mark Boler,3978,texas,2020
Candace Valenzuela,10300,texas,2020
Steve Kuzmich,10723,texas,2020
Darren J. Hamilton,10724,texas,2020
Beth Van Duyne,10301,texas,2020
Mark Andrew Bauer,10722,texas,2020
Rick Kennedy,9021,texas,2020
Ted Brown,10708,texas,2020
Peter Sessions,3000,texas,2020
Vicente Gonzalez,9017,texas,2020
Ross Lynn Leone Jr.,4021,texas,2020
Monica De La Cruz,10705,texas,2020
Lisa Welch,10698,texas,2020
Trey Holcomb,10699,texas,2020
Kay Granger,2826,texas,2020
Melanie A. Black,10753,texas,2020
Stephen Daniel,10292,texas,2020
Ron Wright,8668,texas,2020
Christopher Claytor,10317,texas,2020
Helane Seikaly,10316,texas,2020
Van Taylor,9037,texas,2020
Elliott Robert Scheirman,10714,texas,2020
Dan Crenshaw,9026,texas,2020
Sima Ladjevardian,10713,texas,2020
Renee Hoyos,9002,tennessee,2020
David Dockery,11784,tennessee,2020
Ronald Cornell,11783,tennessee,2020
Matthew L. Campbell,10987,tennessee,2020
Tim Burchett,9003,tennessee,2020
Melissa Ward Watson,10676,south carolina,2020
Tom Rice,3126,south carolina,2020
Mauricus Brown,10673,south carolina,2020
Ralph W. Norman,8299,south carolina,2020
Jeff Duncan,2793,south carolina,2020
Hosea Cleveland,3956,south carolina,2020
Kathleen K. Wright,10669,south carolina,2020
Joe Wilson,3041,south carolina,2020
Adair Ford Boroughs,10670,south carolina,2020
Joe Cunningham,8993,south carolina,2020
Nancy Mace,4582,south carolina,2020
Lee Griffin,10652,pennsylvania,2020
Frederick B. Keller,10653,pennsylvania,2020
John William Emmons,10663,pennsylvania,2020
Chrissy Houlahan,8986,pennsylvania,2020
Kurt Schrader,2992,oregon,2020
Matthew James Rix,11781,oregon,2020
Amy L. Ryan Courser,10650,oregon,2020
Liz Cheney,6430,wyoming,2020
Richard Brubaker,5692,wyoming,2020
Lynnette GreyBull,11069,wyoming,2020
Jeff Haggit,11796,wyoming,2020
,,wyoming,2020
Mary Brannon,8967,oklahoma,2020
Tom Cole,2767,oklahoma,2020
Bob White,10644,oklahoma,2020
Mark Pocan,3137,wisconsin,2020
Peter Theron,4169,wisconsin,2020
John C. Cummings,10576,new york,2020
Michelle Caruso-Cabrera,10577,new york,2020
Alexandria Ocasio-Cortez,8936,new york,2020
Frank D. Lucas,2895,oklahoma,2020
Zoe Midyett,10643,oklahoma,2020
Tim Ryan,2984,ohio,2020
Michael Fricke,10627,ohio,2020
Christina M. Hagan,10628,ohio,2020
Marcia L. Fudge,2814,ohio,2020
LaVerne Jones Gore,10624,ohio,2020
Steve Perkins,10636,ohio,2020
Shannon M. Freshour,10634,ohio,2020
Jim Jordan,2867,ohio,2020
Joyce Beatty,3119,ohio,2020
Mark F. Richardson,10633,ohio,2020
Angela Davis,11776,ohio,2020
Nicholas D. Moss,10911,ohio,2020
Tracey Nathaniel DeBruhl,10519,north carolina,2020
David Madison Cawthorn,10520,north carolina,2020
Morris Durham Davis,10517,north carolina,2020
Tamara Lynn Zwinak,10518,north carolina,2020
Virginia Foxx,2811,north carolina,2020
Jeffrey Dale Gregory,10525,north carolina,2020
David Wilson Brown,10526,north carolina,2020
Mike Raleigh,10600,new york,2020
Brian Higgins,2847,new york,2020
Ricky T. Donovan,10601,new york,2020
Joshua D. Hicks,10305,kentucky,2020
Andy Barr,3098,kentucky,2020
Frank Harris,10306,kentucky,2020
Rachel Nicole Miselman,11751,massachusetts,2020
Claudette N. Joseph,11752,massachusetts,2020
Rayla Danella Campbell,11750,massachusetts,2020
Roy Owens,11749,massachusetts,2020
Ayanna S. Pressley,10488,massachusetts,2020
Jonathan D. Lott,11753,massachusetts,2020
Stephen F. Lynch,2899,massachusetts,2020
Lisa McClain,10902,michigan,2020
Kimberly Bizon,8875,michigan,2020
Christopher Morris-Perry,10573,new york,2020
Adriano Espaillat,3554,new york,2020
Lovelynn Gwinn,10574,new york,2020
Nicole Malliotakis,10570,new york,2020
Max N. Rose,8932,new york,2020
Jamaal Bowman,10581,new york,2020
Patrick A. McManus,10580,new york,2020
Joanna Harbour,10648,oregon,2020
Alex C. DiBlasi,10942,oregon,2020
Josh Solomon,11780,oregon,2020
Earl Blumenauer,2730,oregon,2020
Alexis Martinez Johnson,10553,new mexico,2020
Teresa Leger Fernandez,10552,new mexico,2020
Andy Kim,8567,new jersey,2020
David Richter,10315,new jersey,2020
Robert Shapiro,4438,new jersey,2020
Martin B. Weber,11766,new jersey,2020
Steven Horsford,3113,nevada,2020
Barry Rubinson,10561,nevada,2020
Jonathan Royce Esteban,10562,nevada,2020
James Carl Marchant,10563,nevada,2020
Tom Schmitz,10910,missouri,2020
Kathy Ellis,8903,missouri,2020
Jason Smith,3139,missouri,2020
Pete Stauber,8896,minnesota,2020
Quinn Nystrom,10507,minnesota,2020
Judith Schwartzbacker,10985,minnesota,2020
Dan Feehan,8888,minnesota,2020
William Rood,10978,minnesota,2020
Jim Hagedorn,3414,minnesota,2020
Robert Vance Patrick,10880,michigan,2020
Brenda Lawrence,3232,michigan,2020
Clyde K. Shabazz,10972,michigan,2020
Lisa Lane Gioia,10973,michigan,2020
Philip Kolody,10974,michigan,2020
Paul Junge,10881,michigan,2020
Elissa Slotkin,8685,michigan,2020
Joe Hartman,10940,michigan,2020
Dana Ferguson,10899,michigan,2020
Ben Boren,10968,michigan,2020
Jack Bergman,8335,michigan,2020
Rob Anderson,8859,louisiana,2020
Braylon Harris,10896,louisiana,2020
Clay Higgins,9185,louisiana,2020
Brandon Leleux,10473,louisiana,2020
Matthew Ryan Best,10471,kentucky,2020
Hal Rogers,2970,kentucky,2020
Alexandra Owensby,10470,kentucky,2020
Thomas Massie,3056,kentucky,2020
John Yarmuth,3047,kentucky,2020
Rhonda R. Palazzo,10895,kentucky,2020
Kali Barnett,10877,kansas,2020
Tracey Mann,10894,kansas,2020
Joseph W. Mackey,10455,indiana,2020
Jim Baird,8836,indiana,2020
Patricia Hackett,10453,indiana,2020
Jackie Walorski,3095,indiana,2020
Sean Casten,8562,illinois,2020
Bill Redpath,4385,illinois,2020
Jeanne M. Ives,9774,illinois,2020
Marie Newman,10447,illinois,2020
Mike Fricilone,10448,illinois,2020
Kevin Van Ausdal,10417,georgia,2020
Marjorie Taylor Greene,10965,georgia,2020
Angela Stanton-King,10422,georgia,2020
Nikema Williams,10421,georgia,2020
Val Almonord,10419,georgia,2020
Drew Ferguson,8512,georgia,2020
Sanford Bishop,2726,georgia,2020
JaMelle Hill,11739,georgia,2020
Don Cole,10418,georgia,2020
Debbie Wasserman Schultz,3034,florida,2020
Carla Spalding,8350,florida,2020
Jeff Olson,11040,florida,2020
Demetrius Fugate,11039,florida,2020
"James ""Jim"" Pruden",11038,florida,2020
Ted Deutch,2787,florida,2020
Patrick C. Post,4795,florida,2020
Cindy Banyai,11035,florida,2020
Byron Donalds,4737,florida,2020
Allen L. Ellison,10404,florida,2020
"Theodore ""Pink Tie"" Murray",11033,florida,2020
Greg Steube,10405,florida,2020
Scott Franklin,11032,florida,2020
Alan M. Cohn,8001,florida,2020
Kathy Castor,2754,florida,2020
Christine Y. Quinn,11031,florida,2020
Gus Michael Bilirakis,2724,florida,2020
Kimberly Walker,10403,florida,2020
Stephanie Murphy,8309,florida,2020
William R. Garlington,10410,florida,2020
Leo Valentin,11088,florida,2020
Kat Cammack,11042,florida,2020
Adam Christensen,11087,florida,2020
Neal Dunn,8789,florida,2020
Kim O'Connor,10340,florida,2020
Bruce W. Walczak,11738,connecticut,2020
David Xavier Sullivan,10962,connecticut,2020
Jahana Hayes,10400,connecticut,2020
Ed Duffett,10925,colorado,2020
Marcus Murphy,11731,colorado,2020
Rebecca Keltie,10926,colorado,2020
Jillian Freeland,10396,colorado,2020
Doug Lamborn,2878,colorado,2020
Paul Fiorino,6614,colorado,2020
Shane Bolling,10392,colorado,2020
Diana DeGette,2782,colorado,2020
Kyle Furey,10328,colorado,2020
Jan Kok,11729,colorado,2020
Juan Vargas,3080,california,2020
Juan M. Hidalgo Jr.,8761,california,2020
Mike Levin,8618,california,2020
Brian Maryott,10385,california,2020
Katie Porter,8595,california,2020
Greg G. Raths,3809,california,2020
C. Antonio Delgado,10380,california,2020
Lucille Roybal-Allard,2979,california,2020
Jim Costa,2771,california,2020
Kevin Cookingham,10361,california,2020
Jackie Speier,3013,california,2020
Ran S. Petel,10359,california,2020
Ted D. Howze,10355,california,2020
Josh Harder,8677,california,2020
Christine Bubser,10390,california,2020
Jay Obernolte,10391,california,2020
Michael J. Kalagias,9078,arkansas,2020
Celeste Williams,10349,arkansas,2020
Steve Womack,3045,arkansas,2020
Ann Kirkpatrick,3063,arizona,2020
Iman-Utopia Layjou Bah,10351,arizona,2020
Brandon Schlass,11725,arizona,2020
